Year,Month,Day ,Hour,Load,Wind,Solar,NetLoad
2005,4,5,16,4744,1725,,3019
2005,4,5,17,4733,1694,,3040
2005,4,5,18,4686,1625,,3062
2005,4,5,19,4661,1637,,3025
2005,4,5,20,4864,1630,,3235
2005,4,5,21,5031,1652,,3380
2005,4,5,22,4748,1662,,3087
2005,4,5,23,4274,1631,,2643
2005,4,5,24,3812,1635,,2178
2005,4,6,1,3592,1620,,1973
2005,4,6,2,3485,1614,,1872
2005,4,6,3,3429,1698,,1732
2005,4,6,4,3431,1750,,1681
2005,4,6,5,3523,1767,,1757
2005,4,6,6,3818,1771,,2048
2005,4,6,7,4302,1707,,2595
2005,4,6,8,4522,1660,,2863
2005,4,6,9,4616,1646,,2971
2005,4,6,10,4687,1647,,3040
2005,4,6,11,4730,1683,,3048
2005,4,6,12,4726,1702,,3025
2005,4,6,13,4695,1685,,3011
2005,4,6,14,4731,1651,,3081
2005,4,6,15,4698,1594,,3104
2005,4,6,16,4667,1575,,3093
2005,4,6,17,4656,1455,,3202
2005,4,6,18,4609,1226,,3383
2005,4,6,19,4536,1018,,3519
2005,4,6,20,4710,883,,3828
2005,4,6,21,4926,733,,4193
2005,4,6,22,4703,673,,4030
2005,4,6,23,4221,546,,3676
2005,4,6,24,3801,491,,3310
2005,4,7,1,3589,491,,3099
2005,4,7,2,3493,509,,2985
2005,4,7,3,3443,486,,2957
2005,4,7,4,3424,503,,2921
2005,4,7,5,3534,513,,3022
2005,4,7,6,3840,519,,3322
2005,4,7,7,4284,505,,3780
2005,4,7,8,4489,478,,4012
2005,4,7,9,4565,463,,4102
2005,4,7,10,4655,444,,4211
2005,4,7,11,4705,449,,4257
2005,4,7,12,4721,498,,4224
2005,4,7,13,4725,558,,4168
2005,4,7,14,4752,635,,4117
2005,4,7,15,4746,680,,4067
2005,4,7,16,4733,712,,4022
2005,4,7,17,4691,696,,3995
2005,4,7,18,4642,797,,3846
2005,4,7,19,4553,878,,3675
2005,4,7,20,4683,968,,3716
2005,4,7,21,4904,966,,3939
2005,4,7,22,4655,892,,3763
2005,4,7,23,4175,818,,3358
2005,4,7,24,3753,762,,2992
2005,4,8,1,3500,754,,2747
2005,4,8,2,3393,719,,2675
2005,4,8,3,3331,719,,2612
2005,4,8,4,3344,725,,2620
2005,4,8,5,3433,804,,2629
2005,4,8,6,3710,854,,2857
2005,4,8,7,4168,816,,3353
2005,4,8,8,4427,789,,3639
2005,4,8,9,4569,917,,3652
2005,4,8,10,4649,1173,,3476
2005,4,8,11,4708,1315,,3394
2005,4,8,12,4764,1455,,3309
2005,4,8,13,4776,1521,,3256
2005,4,8,14,4766,1544,,3222
2005,4,8,15,4708,1591,,3118
2005,4,8,16,4658,1629,,3030
2005,4,8,17,4589,1639,,2950
2005,4,8,18,4518,1675,,2843
2005,4,8,19,4398,1543,,2856
2005,4,8,20,4533,1490,,3043
2005,4,8,21,4730,1407,,3323
2005,4,8,22,4517,1379,,3138
2005,4,8,23,4159,1308,,2851
2005,4,8,24,3776,1172,,2605
2005,4,9,1,3528,1030,,2499
2005,4,9,2,3407,912,,2496
2005,4,9,3,3348,847,,2502
2005,4,9,4,3337,772,,2565
2005,4,9,5,3378,735,,2643
2005,4,9,6,3539,668,,2872
2005,4,9,7,3755,553,,3202
2005,4,9,8,3967,477,,3491
2005,4,9,9,4156,563,,3594
2005,4,9,10,4284,720,,3564
2005,4,9,11,4360,888,,3473
2005,4,9,12,4352,998,,3355
2005,4,9,13,4364,1046,,3318
2005,4,9,14,4315,1090,,3225
2005,4,9,15,4290,1122,,3169
2005,4,9,16,4236,1135,,3102
2005,4,9,17,4232,1169,,3063
2005,4,9,18,4270,1267,,3004
2005,4,9,19,4221,1229,,2992
2005,4,9,20,4386,1208,,3179
2005,4,9,21,4530,1189,,3341
2005,4,9,22,4363,1212,,3151
2005,4,9,23,4090,1234,,2857
2005,4,9,24,3771,1191,,2580
2005,4,10,1,3544,1239,,2306
2005,4,10,2,3397,1326,,2071
2005,4,10,3,3337,1279,,2059
2005,4,10,4,3318,1241,,2078
2005,4,10,5,3406,1239,,2168
2005,4,10,6,3502,1193,,2310
2005,4,10,7,3637,1074,,2563
2005,4,10,8,3805,994,,2811
2005,4,10,9,4041,1024,,3017
2005,4,10,10,4224,1042,,3183
2005,4,10,11,4325,1086,,3240
2005,4,10,12,4384,1136,,3248
2005,4,10,13,4435,1165,,3270
2005,4,10,14,4403,1195,,3209
2005,4,10,15,4381,1232,,3149
2005,4,10,16,4307,1180,,3128
2005,4,10,17,4363,1127,,3237
2005,4,10,18,4478,1171,,3307
2005,4,10,19,4558,1127,,3432
2005,4,10,20,4704,1202,,3503
2005,4,10,21,4791,1199,,3593
2005,4,10,22,4585,1196,,3390
2005,4,10,23,4208,1312,,2896
2005,4,10,24,3867,1451,,2416
2005,4,11,1,3632,1600,,2032
2005,4,11,2,3525,1729,,1797
2005,4,11,3,3512,1732,,1780
2005,4,11,4,3543,1664,,1880
2005,4,11,5,3624,1669,,1956
2005,4,11,6,3768,1678,,2091
2005,4,11,7,4133,1696,,2437
2005,4,11,8,4339,1692,,2648
2005,4,11,9,4546,1707,,2840
2005,4,11,10,4618,1724,,2895
2005,4,11,11,4682,1682,,3001
2005,4,11,12,4701,1697,,3004
2005,4,11,13,4699,1692,,3008
2005,4,11,14,4620,1658,,2962
2005,4,11,15,4580,1677,,2903
2005,4,11,16,4523,1636,,2887
2005,4,11,17,4510,1507,,3003
2005,4,11,18,4537,1300,,3238
2005,4,11,19,4531,1272,,3259
2005,4,11,20,4720,1210,,3511
2005,4,11,21,4913,1116,,3798
2005,4,11,22,4690,1117,,3573
2005,4,11,23,4242,1139,,3104
2005,4,11,24,3820,1278,,2543
2005,4,12,1,3616,1350,,2267
2005,4,12,2,3553,1395,,2158
2005,4,12,3,3529,1359,,2170
2005,4,12,4,3539,1357,,2183
2005,4,12,5,3672,1351,,2321
2005,4,12,6,3894,1321,,2573
2005,4,12,7,4344,1245,,3100
2005,4,12,8,4572,1370,,3203
2005,4,12,9,4629,1452,,3178
2005,4,12,10,4654,1449,,3205
2005,4,12,11,4693,1413,,3281
2005,4,12,12,4686,1397,,3290
2005,4,12,13,4674,1356,,3318
2005,4,12,14,4677,1272,,3405
2005,4,12,15,4613,1187,,3426
2005,4,12,16,4571,1028,,3543
2005,4,12,17,4513,886,,3627
2005,4,12,18,4522,813,,3710
2005,4,12,19,4444,752,,3693
2005,4,12,20,4616,695,,3921
2005,4,12,21,4831,605,,4227
2005,4,12,22,4608,576,,4032
2005,4,12,23,4185,584,,3601
2005,4,12,24,3750,627,,3123
2005,4,13,1,3570,583,,2988
2005,4,13,2,3485,553,,2933
2005,4,13,3,3432,511,,2922
2005,4,13,4,3422,469,,2953
2005,4,13,5,3533,421,,3112
2005,4,13,6,3811,387,,3425
2005,4,13,7,4260,342,,3919
2005,4,13,8,4482,346,,4136
2005,4,13,9,4530,368,,4162
2005,4,13,10,4556,377,,4179
2005,4,13,11,4603,397,,4206
2005,4,13,12,4606,407,,4199
2005,4,13,13,4598,407,,4192
2005,4,13,14,4612,410,,4202
2005,4,13,15,4597,400,,4198
2005,4,13,16,4574,364,,4211
2005,4,13,17,4511,349,,4163
2005,4,13,18,4502,464,,4038
2005,4,13,19,4442,722,,3721
2005,4,13,20,4567,864,,3703
2005,4,13,21,4744,849,,3896
2005,4,13,22,4511,809,,3702
2005,4,13,23,4072,829,,3244
2005,4,13,24,3657,869,,2789
2005,4,14,1,3442,940,,2502
2005,4,14,2,3366,958,,2409
2005,4,14,3,3332,912,,2421
2005,4,14,4,3326,824,,2502
2005,4,14,5,3429,740,,2689
2005,4,14,6,3737,771,,2966
2005,4,14,7,4200,686,,3515
2005,4,14,8,4470,509,,3961
2005,4,14,9,4582,528,,4055
2005,4,14,10,4609,605,,4004
2005,4,14,11,4646,690,,3956
2005,4,14,12,4651,776,,3876
2005,4,14,13,4633,848,,3786
2005,4,14,14,4687,912,,3776
2005,4,14,15,4664,1028,,3636
2005,4,14,16,4661,1033,,3628
2005,4,14,17,4626,1058,,3569
2005,4,14,18,4573,1176,,3398
2005,4,14,19,4450,1108,,3343
2005,4,14,20,4534,968,,3567
2005,4,14,21,4723,866,,3857
2005,4,14,22,4525,879,,3646
2005,4,14,23,4083,1058,,3026
2005,4,14,24,3679,1184,,2495
2005,4,15,1,3440,1188,,2252
2005,4,15,2,3352,1139,,2214
2005,4,15,3,3309,1103,,2206
2005,4,15,4,3299,1096,,2204
2005,4,15,5,3400,1133,,2267
2005,4,15,6,3697,1152,,2546
2005,4,15,7,4130,1029,,3101
2005,4,15,8,4411,863,,3549
2005,4,15,9,4531,802,,3730
2005,4,15,10,4612,744,,3869
2005,4,15,11,4651,658,,3993
2005,4,15,12,4635,584,,4052
2005,4,15,13,4612,555,,4058
2005,4,15,14,4598,510,,4089
2005,4,15,15,4585,643,,3943
2005,4,15,16,4539,693,,3847
2005,4,15,17,4516,817,,3699
2005,4,15,18,4463,950,,3514
2005,4,15,19,4378,884,,3494
2005,4,15,20,4465,815,,3650
2005,4,15,21,4683,779,,3904
2005,4,15,22,4462,695,,3768
2005,4,15,23,4141,756,,3385
2005,4,15,24,3742,684,,3059
2005,4,16,1,3561,534,,3027
2005,4,16,2,3424,408,,3017
2005,4,16,3,3359,368,,2991
2005,4,16,4,3361,368,,2994
2005,4,16,5,3406,367,,3040
2005,4,16,6,3560,342,,3218
2005,4,16,7,3763,291,,3473
2005,4,16,8,3955,259,,3696
2005,4,16,9,4160,237,,3924
2005,4,16,10,4273,238,,4035
2005,4,16,11,4346,288,,4059
2005,4,16,12,4330,316,,4015
2005,4,16,13,4304,423,,3881
2005,4,16,14,4244,324,,3921
2005,4,16,15,4239,410,,3829
2005,4,16,16,4200,476,,3725
2005,4,16,17,4213,492,,3722
2005,4,16,18,4213,584,,3630
2005,4,16,19,4182,619,,3564
2005,4,16,20,4290,514,,3777
2005,4,16,21,4482,510,,3972
2005,4,16,22,4340,519,,3821
2005,4,16,23,4010,618,,3392
2005,4,16,24,3703,587,,3117
2005,4,17,1,3456,568,,2889
2005,4,17,2,3313,486,,2828
2005,4,17,3,3247,368,,2879
2005,4,17,4,3216,277,,2939
2005,4,17,5,3227,252,,2976
2005,4,17,6,3300,253,,3048
2005,4,17,7,3365,193,,3172
2005,4,17,8,3508,169,,3339
2005,4,17,9,3752,224,,3529
2005,4,17,10,3928,276,,3653
2005,4,17,11,4062,300,,3762
2005,4,17,12,4098,290,,3808
2005,4,17,13,4115,321,,3795
2005,4,17,14,4096,281,,3815
2005,4,17,15,4075,348,,3728
2005,4,17,16,4090,445,,3645
2005,4,17,17,4105,461,,3645
2005,4,17,18,4165,488,,3678
2005,4,17,19,4180,583,,3597
2005,4,17,20,4318,612,,3706
2005,4,17,21,4540,588,,3952
2005,4,17,22,4382,545,,3838
2005,4,17,23,3972,580,,3392
2005,4,17,24,3629,520,,3110
2005,4,18,1,3393,429,,2964
2005,4,18,2,3275,377,,2898
2005,4,18,3,3213,395,,2819
2005,4,18,4,3203,377,,2827
2005,4,18,5,3261,343,,2918
2005,4,18,6,3490,294,,3196
2005,4,18,7,3825,193,,3633
2005,4,18,8,4072,137,,3936
2005,4,18,9,4272,161,,4111
2005,4,18,10,4473,180,,4294
2005,4,18,11,4605,180,,4426
2005,4,18,12,4656,197,,4459
2005,4,18,13,4672,219,,4453
2005,4,18,14,4692,275,,4418
2005,4,18,15,4693,363,,4331
2005,4,18,16,4675,392,,4284
2005,4,18,17,4642,499,,4143
2005,4,18,18,4638,492,,4146
2005,4,18,19,4525,548,,3978
2005,4,18,20,4635,689,,3946
2005,4,18,21,4843,746,,4097
2005,4,18,22,4577,724,,3853
2005,4,18,23,4083,710,,3374
2005,4,18,24,3683,783,,2900
2005,4,19,1,3415,613,,2802
2005,4,19,2,3312,557,,2755
2005,4,19,3,3242,499,,2743
2005,4,19,4,3220,413,,2807
2005,4,19,5,3303,320,,2983
2005,4,19,6,3579,223,,3356
2005,4,19,7,3973,131,,3842
2005,4,19,8,4275,103,,4173
2005,4,19,9,4462,217,,4245
2005,4,19,10,4625,330,,4296
2005,4,19,11,4739,400,,4339
2005,4,19,12,4775,424,,4352
2005,4,19,13,4791,501,,4290
2005,4,19,14,4786,556,,4230
2005,4,19,15,4794,562,,4233
2005,4,19,16,4762,560,,4203
2005,4,19,17,4756,625,,4131
2005,4,19,18,4715,718,,3998
2005,4,19,19,4591,592,,4000
2005,4,19,20,4640,587,,4053
2005,4,19,21,4863,633,,4230
2005,4,19,22,4589,659,,3930
2005,4,19,23,4100,661,,3440
2005,4,19,24,3698,727,,2972
2005,4,20,1,3443,794,,2649
2005,4,20,2,3315,781,,2534
2005,4,20,3,3275,708,,2567
2005,4,20,4,3250,643,,2607
2005,4,20,5,3354,635,,2720
2005,4,20,6,3629,535,,3095
2005,4,20,7,4080,374,,3706
2005,4,20,8,4402,321,,4082
2005,4,20,9,4543,329,,4215
2005,4,20,10,4669,409,,4260
2005,4,20,11,4704,516,,4188
2005,4,20,12,4725,580,,4145
2005,4,20,13,4695,655,,4040
2005,4,20,14,4656,725,,3931
2005,4,20,15,4633,814,,3819
2005,4,20,16,4639,861,,3778
2005,4,20,17,4739,911,,3829
2005,4,20,18,4824,899,,3926
2005,4,20,19,4845,801,,4045
2005,4,20,20,4855,741,,4115
2005,4,20,21,4921,740,,4182
2005,4,20,22,4627,971,,3657
2005,4,20,23,4163,1024,,3140
2005,4,20,24,3745,791,,2955
2005,4,21,1,3522,769,,2753
2005,4,21,2,3419,684,,2735
2005,4,21,3,3375,691,,2684
2005,4,21,4,3381,701,,2680
2005,4,21,5,3457,694,,2763
2005,4,21,6,3771,596,,3176
2005,4,21,7,4177,462,,3715
2005,4,21,8,4425,464,,3961
2005,4,21,9,4547,443,,4104
2005,4,21,10,4617,444,,4174
2005,4,21,11,4691,409,,4283
2005,4,21,12,4719,432,,4288
2005,4,21,13,4685,475,,4210
2005,4,21,14,4650,544,,4106
2005,4,21,15,4629,797,,3833
2005,4,21,16,4627,983,,3644
2005,4,21,17,4611,1013,,3598
2005,4,21,18,4627,1021,,3606
2005,4,21,19,4533,1081,,3453
2005,4,21,20,4606,1079,,3528
2005,4,21,21,4824,1198,,3627
2005,4,21,22,4616,1354,,3262
2005,4,21,23,4152,1272,,2880
2005,4,21,24,3752,1156,,2597
2005,4,22,1,3540,1161,,2380
2005,4,22,2,3448,1130,,2318
2005,4,22,3,3377,1117,,2260
2005,4,22,4,3409,1122,,2287
2005,4,22,5,3467,1079,,2388
2005,4,22,6,3784,987,,2798
2005,4,22,7,4180,970,,3211
2005,4,22,8,4447,991,,3457
2005,4,22,9,4542,958,,3585
2005,4,22,10,4591,833,,3759
2005,4,22,11,4653,721,,3933
2005,4,22,12,4639,647,,3993
2005,4,22,13,4638,633,,4006
2005,4,22,14,4618,636,,3983
2005,4,22,15,4605,646,,3959
2005,4,22,16,4532,626,,3907
2005,4,22,17,4489,551,,3938
2005,4,22,18,4457,600,,3857
2005,4,22,19,4413,721,,3693
2005,4,22,20,4459,751,,3708
2005,4,22,21,4620,777,,3843
2005,4,22,22,4461,774,,3688
2005,4,22,23,4071,749,,3323
2005,4,22,24,3732,548,,3184
2005,4,23,1,3509,448,,3062
2005,4,23,2,3389,438,,2951
2005,4,23,3,3328,417,,2911
2005,4,23,4,3292,405,,2887
2005,4,23,5,3354,377,,2977
2005,4,23,6,3504,357,,3148
2005,4,23,7,3678,350,,3329
2005,4,23,8,3918,356,,3562
2005,4,23,9,4118,350,,3769
2005,4,23,10,4207,321,,3886
2005,4,23,11,4300,292,,4009
2005,4,23,12,4294,287,,4008
2005,4,23,13,4272,332,,3940
2005,4,23,14,4220,344,,3876
2005,4,23,15,4234,340,,3894
2005,4,23,16,4167,383,,3784
2005,4,23,17,4171,363,,3808
2005,4,23,18,4180,442,,3738
2005,4,23,19,4152,600,,3552
2005,4,23,20,4214,674,,3540
2005,4,23,21,4445,656,,3789
2005,4,23,22,4308,633,,3676
2005,4,23,23,3987,574,,3413
2005,4,23,24,3671,478,,3194
2005,4,24,1,3436,407,,3029
2005,4,24,2,3290,372,,2919
2005,4,24,3,3246,367,,2880
2005,4,24,4,3190,402,,2789
2005,4,24,5,3210,432,,2778
2005,4,24,6,3331,425,,2906
2005,4,24,7,3391,391,,3001
2005,4,24,8,3572,466,,3106
2005,4,24,9,3790,551,,3239
2005,4,24,10,3973,646,,3328
2005,4,24,11,4097,675,,3423
2005,4,24,12,4142,671,,3471
2005,4,24,13,4146,734,,3412
2005,4,24,14,4094,830,,3264
2005,4,24,15,4117,888,,3230
2005,4,24,16,4137,897,,3240
2005,4,24,17,4243,910,,3333
2005,4,24,18,4350,919,,3432
2005,4,24,19,4380,921,,3459
2005,4,24,20,4506,952,,3555
2005,4,24,21,4605,970,,3636
2005,4,24,22,4418,936,,3483
2005,4,24,23,4024,859,,3165
2005,4,24,24,3664,842,,2823
2005,4,25,1,3448,783,,2666
2005,4,25,2,3360,695,,2665
2005,4,25,3,3312,669,,2643
2005,4,25,4,3315,692,,2623
2005,4,25,5,3393,782,,2611
2005,4,25,6,3641,799,,2843
2005,4,25,7,3986,877,,3110
2005,4,25,8,4261,992,,3270
2005,4,25,9,4421,925,,3496
2005,4,25,10,4504,853,,3652
2005,4,25,11,4587,883,,3704
2005,4,25,12,4619,965,,3655
2005,4,25,13,4603,1033,,3570
2005,4,25,14,4589,1190,,3400
2005,4,25,15,4580,1176,,3404
2005,4,25,16,4547,1091,,3457
2005,4,25,17,4551,1035,,3516
2005,4,25,18,4562,868,,3694
2005,4,25,19,4518,804,,3715
2005,4,25,20,4598,693,,3905
2005,4,25,21,4818,701,,4118
2005,4,25,22,4600,650,,3951
2005,4,25,23,4132,632,,3501
2005,4,25,24,3709,649,,3061
2005,4,26,1,3503,642,,2861
2005,4,26,2,3414,661,,2754
2005,4,26,3,3350,737,,2613
2005,4,26,4,3373,825,,2548
2005,4,26,5,3474,935,,2540
2005,4,26,6,3781,917,,2864
2005,4,26,7,4191,1027,,3164
2005,4,26,8,4469,1328,,3142
2005,4,26,9,4593,1459,,3134
2005,4,26,10,4641,1525,,3117
2005,4,26,11,4690,1574,,3117
2005,4,26,12,4706,1618,,3088
2005,4,26,13,4692,1659,,3034
2005,4,26,14,4688,1693,,2996
2005,4,26,15,4667,1657,,3010
2005,4,26,16,4628,1583,,3045
2005,4,26,17,4600,1363,,3237
2005,4,26,18,4548,1000,,3549
2005,4,26,19,4480,738,,3743
2005,4,26,20,4520,559,,3961
2005,4,26,21,4784,531,,4253
2005,4,26,22,4565,498,,4068
2005,4,26,23,4099,479,,3621
2005,4,26,24,3689,497,,3192
2005,4,27,1,3476,514,,2962
2005,4,27,2,3383,560,,2823
2005,4,27,3,3319,613,,2707
2005,4,27,4,3328,655,,2674
2005,4,27,5,3441,733,,2709
2005,4,27,6,3711,751,,2961
2005,4,27,7,4101,735,,3367
2005,4,27,8,4382,854,,3529
2005,4,27,9,4480,902,,3578
2005,4,27,10,4567,942,,3625
2005,4,27,11,4641,960,,3681
2005,4,27,12,4687,973,,3714
2005,4,27,13,4662,971,,3692
2005,4,27,14,4652,967,,3686
2005,4,27,15,4626,986,,3640
2005,4,27,16,4577,1018,,3559
2005,4,27,17,4581,1046,,3535
2005,4,27,18,4630,952,,3679
2005,4,27,19,4663,895,,3769
2005,4,27,20,4734,860,,3874
2005,4,27,21,4851,864,,3988
2005,4,27,22,4594,903,,3692
2005,4,27,23,4106,885,,3222
2005,4,27,24,3745,797,,2949
2005,4,28,1,3530,875,,2656
2005,4,28,2,3423,945,,2479
2005,4,28,3,3374,939,,2436
2005,4,28,4,3356,984,,2372
2005,4,28,5,3474,1076,,2398
2005,4,28,6,3764,1150,,2614
2005,4,28,7,4157,1147,,3011
2005,4,28,8,4467,1140,,3328
2005,4,28,9,4625,1091,,3535
2005,4,28,10,4710,1030,,3680
2005,4,28,11,4783,873,,3910
2005,4,28,12,4780,769,,4011
2005,4,28,13,4764,715,,4049
2005,4,28,14,4762,704,,4059
2005,4,28,15,4741,715,,4026
2005,4,28,16,4716,755,,3962
2005,4,28,17,4744,852,,3893
2005,4,28,18,4796,898,,3899
2005,4,28,19,4842,871,,3972
2005,4,28,20,4895,859,,4037
2005,4,28,21,5007,839,,4169
2005,4,28,22,4736,847,,3890
2005,4,28,23,4258,801,,3458
2005,4,28,24,3883,710,,3174
2005,4,29,1,3673,759,,2915
2005,4,29,2,3569,720,,2849
2005,4,29,3,3530,762,,2768
2005,4,29,4,3516,798,,2718
2005,4,29,5,3599,784,,2815
2005,4,29,6,3887,745,,3143
2005,4,29,7,4320,668,,3653
2005,4,29,8,4607,660,,3948
2005,4,29,9,4773,690,,4084
2005,4,29,10,4838,728,,4111
2005,4,29,11,4875,784,,4092
2005,4,29,12,4858,795,,4064
2005,4,29,13,4823,846,,3977
2005,4,29,14,4817,857,,3960
2005,4,29,15,4780,848,,3932
2005,4,29,16,4762,826,,3936
2005,4,29,17,4756,820,,3936
2005,4,29,18,4752,769,,3984
2005,4,29,19,4722,689,,4034
2005,4,29,20,4766,525,,4241
2005,4,29,21,4910,411,,4499
2005,4,29,22,4698,377,,4321
2005,4,29,23,4320,344,,3976
2005,4,29,24,3950,337,,3614
2005,4,30,1,3731,327,,3405
2005,4,30,2,3629,331,,3299
2005,4,30,3,3561,363,,3198
2005,4,30,4,3536,369,,3168
2005,4,30,5,3591,394,,3197
2005,4,30,6,3715,348,,3367
2005,4,30,7,3876,275,,3602
2005,4,30,8,4085,316,,3770
2005,4,30,9,4300,544,,3757
2005,4,30,10,4436,723,,3714
2005,4,30,11,4498,899,,3599
2005,4,30,12,4498,1015,,3483
2005,4,30,13,4473,1083,,3391
2005,4,30,14,4455,1079,,3376
2005,4,30,15,4463,1017,,3446
2005,4,30,16,4473,899,,3574
2005,4,30,17,4528,615,,3914
2005,4,30,18,4524,487,,4038
2005,4,30,19,4486,416,,4070
2005,4,30,20,4527,363,,4165
2005,4,30,21,4707,193,,4514
2005,4,30,22,4581,108,,4473
2005,4,30,23,4242,112,,4130
2005,4,30,24,3922,152,,3770
2005,5,1,1,3700,193,,3507
2005,5,1,2,3596,272,,3324
2005,5,1,3,3530,360,,3170
2005,5,1,4,3480,371,,3110
2005,5,1,5,3507,329,,3178
2005,5,1,6,3571,264,,3308
2005,5,1,7,3640,166,,3475
2005,5,1,8,3810,145,,3665
2005,5,1,9,4032,192,,3840
2005,5,1,10,4203,244,,3959
2005,5,1,11,4280,297,,3984
2005,5,1,12,4349,341,,4009
2005,5,1,13,4321,362,,3960
2005,5,1,14,4320,384,,3937
2005,5,1,15,4322,373,,3949
2005,5,1,16,4324,337,,3988
2005,5,1,17,4430,236,,4194
2005,5,1,18,4498,210,,4288
2005,5,1,19,4538,233,,4305
2005,5,1,20,4610,242,,4368
2005,5,1,21,4746,200,,4547
2005,5,1,22,4582,163,,4420
2005,5,1,23,4181,150,,4032
2005,5,1,24,3820,141,,3679
2005,5,2,1,3596,131,,3465
2005,5,2,2,3507,151,,3357
2005,5,2,3,3466,177,,3290
2005,5,2,4,3466,180,,3286
2005,5,2,5,3560,154,,3407
2005,5,2,6,3796,124,,3673
2005,5,2,7,4150,72,,4078
2005,5,2,8,4449,61,,4389
2005,5,2,9,4576,47,,4529
2005,5,2,10,4687,51,,4637
2005,5,2,11,4709,58,,4651
2005,5,2,12,4733,66,,4668
2005,5,2,13,4640,93,,4548
2005,5,2,14,4615,147,,4468
2005,5,2,15,4566,186,,4380
2005,5,2,16,4521,214,,4307
2005,5,2,17,4534,191,,4343
2005,5,2,18,4572,198,,4374
2005,5,2,19,4590,234,,4357
2005,5,2,20,4675,234,,4441
2005,5,2,21,4863,228,,4635
2005,5,2,22,4655,168,,4488
2005,5,2,23,4206,148,,4058
2005,5,2,24,3796,137,,3660
2005,5,3,1,3571,115,,3457
2005,5,3,2,3498,91,,3407
2005,5,3,3,3453,82,,3372
2005,5,3,4,3448,73,,3376
2005,5,3,5,3561,68,,3493
2005,5,3,6,3849,58,,3791
2005,5,3,7,4229,37,,4193
2005,5,3,8,4503,34,,4470
2005,5,3,9,4611,43,,4568
2005,5,3,10,4655,55,,4601
2005,5,3,11,4695,84,,4611
2005,5,3,12,4681,108,,4573
2005,5,3,13,4656,108,,4548
2005,5,3,14,4628,186,,4442
2005,5,3,15,4626,167,,4459
2005,5,3,16,4594,201,,4394
2005,5,3,17,4552,252,,4300
2005,5,3,18,4549,285,,4264
2005,5,3,19,4474,419,,4056
2005,5,3,20,4557,465,,4092
2005,5,3,21,4800,362,,4438
2005,5,3,22,4599,264,,4336
2005,5,3,23,4118,274,,3845
2005,5,3,24,3742,279,,3463
2005,5,4,1,3492,247,,3246
2005,5,4,2,3387,216,,3171
2005,5,4,3,3344,196,,3148
2005,5,4,4,3330,190,,3140
2005,5,4,5,3439,213,,3227
2005,5,4,6,3711,195,,3517
2005,5,4,7,4072,128,,3944
2005,5,4,8,4332,200,,4133
2005,5,4,9,4481,232,,4249
2005,5,4,10,4557,211,,4347
2005,5,4,11,4615,176,,4440
2005,5,4,12,4655,146,,4510
2005,5,4,13,4652,117,,4535
2005,5,4,14,4683,118,,4565
2005,5,4,15,4658,175,,4483
2005,5,4,16,4634,212,,4422
2005,5,4,17,4592,333,,4260
2005,5,4,18,4556,395,,4162
2005,5,4,19,4438,506,,3933
2005,5,4,20,4483,579,,3904
2005,5,4,21,4743,563,,4181
2005,5,4,22,4558,549,,4009
2005,5,4,23,4113,587,,3526
2005,5,4,24,3685,587,,3098
2005,5,5,1,3458,519,,2940
2005,5,5,2,3335,477,,2858
2005,5,5,3,3295,426,,2870
2005,5,5,4,3274,350,,2925
2005,5,5,5,3392,272,,3120
2005,5,5,6,3660,200,,3460
2005,5,5,7,4008,122,,3886
2005,5,5,8,4313,97,,4217
2005,5,5,9,4484,92,,4392
2005,5,5,10,4588,93,,4495
2005,5,5,11,4673,94,,4579
2005,5,5,12,4770,104,,4666
2005,5,5,13,4777,104,,4673
2005,5,5,14,4824,207,,4618
2005,5,5,15,4816,143,,4674
2005,5,5,16,4800,115,,4685
2005,5,5,17,4720,279,,4441
2005,5,5,18,4668,484,,4184
2005,5,5,19,4543,554,,3989
2005,5,5,20,4591,630,,3961
2005,5,5,21,4769,624,,4145
2005,5,5,22,4621,609,,4013
2005,5,5,23,4144,627,,3517
2005,5,5,24,3709,679,,3031
2005,5,6,1,3483,571,,2912
2005,5,6,2,3339,606,,2734
2005,5,6,3,3299,519,,2780
2005,5,6,4,3252,448,,2804
2005,5,6,5,3347,401,,2947
2005,5,6,6,3618,355,,3264
2005,5,6,7,3969,262,,3708
2005,5,6,8,4305,231,,4075
2005,5,6,9,4497,311,,4187
2005,5,6,10,4648,440,,4208
2005,5,6,11,4758,517,,4241
2005,5,6,12,4756,647,,4109
2005,5,6,13,4847,650,,4197
2005,5,6,14,4848,680,,4168
2005,5,6,15,4834,685,,4150
2005,5,6,16,4751,661,,4091
2005,5,6,17,4696,819,,3878
2005,5,6,18,4603,938,,3665
2005,5,6,19,4469,1025,,3444
2005,5,6,20,4452,1106,,3347
2005,5,6,21,4616,1097,,3520
2005,5,6,22,4494,1058,,3437
2005,5,6,23,4096,1142,,2955
2005,5,6,24,3705,1191,,2514
2005,5,7,1,3450,1101,,2350
2005,5,7,2,3321,894,,2428
2005,5,7,3,3243,763,,2481
2005,5,7,4,3206,679,,2527
2005,5,7,5,3253,671,,2582
2005,5,7,6,3359,664,,2695
2005,5,7,7,3515,709,,2807
2005,5,7,8,3772,887,,2886
2005,5,7,9,4044,973,,3072
2005,5,7,10,4231,1011,,3220
2005,5,7,11,4329,1093,,3237
2005,5,7,12,4340,1162,,3178
