Year,Month,Day ,Hour,Load,Wind,Solar,NetLoad
2005,1,1,1,4005,1006,,2999
2005,1,1,2,3847,1000,,2848
2005,1,1,3,3800,1021,,2779
2005,1,1,4,3782,1077,,2706
2005,1,1,5,3815,1140,,2676
2005,1,1,6,3944,1134,,2811
2005,1,1,7,4170,1061,,3110
2005,1,1,8,4339,993,,3346
2005,1,1,9,4492,869,,3624
2005,1,1,10,4587,773,,3814
2005,1,1,11,4661,675,,3987
2005,1,1,12,4673,650,,4023
2005,1,1,13,4610,614,,3996
2005,1,1,14,4537,596,,3942
2005,1,1,15,4481,493,,3988
2005,1,1,16,4477,486,,3992
2005,1,1,17,4722,630,,4093
2005,1,1,18,5283,569,,4715
2005,1,1,19,5269,521,,4748
2005,1,1,20,5099,541,,4559
2005,1,1,21,4904,551,,4354
2005,1,1,22,4673,594,,4079
2005,1,1,23,4374,579,,3796
2005,1,1,24,4094,606,,3489
2005,1,2,1,3869,668,,3201
2005,1,2,2,3750,629,,3121
2005,1,2,3,3686,608,,3079
2005,1,2,4,3667,592,,3076
2005,1,2,5,3679,557,,3123
2005,1,2,6,3770,528,,3243
2005,1,2,7,3932,539,,3393
2005,1,2,8,4033,521,,3512
2005,1,2,9,4166,474,,3693
2005,1,2,10,4298,428,,3871
2005,1,2,11,4401,406,,3995
2005,1,2,12,4424,410,,4015
2005,1,2,13,4432,426,,4006
2005,1,2,14,4391,397,,3995
2005,1,2,15,4387,362,,4025
2005,1,2,16,4438,371,,4068
2005,1,2,17,4735,406,,4329
2005,1,2,18,5290,410,,4880
2005,1,2,19,5331,433,,4898
2005,1,2,20,5215,426,,4790
2005,1,2,21,5088,432,,4657
2005,1,2,22,4845,468,,4378
2005,1,2,23,4442,512,,3930
2005,1,2,24,4057,515,,3542
2005,1,3,1,3863,529,,3334
2005,1,3,2,3750,502,,3249
2005,1,3,3,3729,483,,3246
2005,1,3,4,3724,437,,3288
2005,1,3,5,3821,380,,3441
2005,1,3,6,4058,315,,3744
2005,1,3,7,4467,262,,4206
2005,1,3,8,4690,215,,4475
2005,1,3,9,4791,169,,4622
2005,1,3,10,4852,132,,4721
2005,1,3,11,4890,132,,4759
2005,1,3,12,4857,116,,4742
2005,1,3,13,4803,101,,4702
2005,1,3,14,4764,111,,4654
2005,1,3,15,4727,140,,4587
2005,1,3,16,4743,203,,4541
2005,1,3,17,4998,285,,4714
2005,1,3,18,5580,355,,5225
2005,1,3,19,5625,416,,5210
2005,1,3,20,5514,475,,5039
2005,1,3,21,5346,531,,4816
2005,1,3,22,5036,579,,4458
2005,1,3,23,4544,635,,3910
2005,1,3,24,4140,664,,3477
2005,1,4,1,3923,748,,3175
2005,1,4,2,3796,882,,2915
2005,1,4,3,3770,958,,2813
2005,1,4,4,3759,975,,2785
2005,1,4,5,3861,895,,2967
2005,1,4,6,4189,732,,3458
2005,1,4,7,4696,627,,4069
2005,1,4,8,5082,671,,4411
2005,1,4,9,5176,777,,4400
2005,1,4,10,5236,912,,4324
2005,1,4,11,5296,998,,4299
2005,1,4,12,5296,1089,,4207
2005,1,4,13,5263,1152,,4111
2005,1,4,14,5303,1153,,4151
2005,1,4,15,5285,1237,,4049
2005,1,4,16,5301,1264,,4037
2005,1,4,17,5498,1204,,4294
2005,1,4,18,5997,1160,,4837
2005,1,4,19,5996,1109,,4888
2005,1,4,20,5881,1037,,4845
2005,1,4,21,5663,953,,4710
2005,1,4,22,5323,962,,4362
2005,1,4,23,4811,999,,3812
2005,1,4,24,4380,1041,,3339
2005,1,5,1,4179,1127,,3053
2005,1,5,2,4069,1201,,2868
2005,1,5,3,4031,1240,,2791
2005,1,5,4,4029,1309,,2721
2005,1,5,5,4117,1301,,2817
2005,1,5,6,4419,1209,,3210
2005,1,5,7,4907,1155,,3752
2005,1,5,8,5226,1153,,4073
2005,1,5,9,5317,1194,,4123
2005,1,5,10,5407,1188,,4219
2005,1,5,11,5482,1180,,4303
2005,1,5,12,5486,1153,,4333
2005,1,5,13,5452,1167,,4285
2005,1,5,14,5447,1163,,4285
2005,1,5,15,5411,1115,,4297
2005,1,5,16,5394,1032,,4362
2005,1,5,17,5610,933,,4678
2005,1,5,18,6118,874,,5244
2005,1,5,19,6134,807,,5328
2005,1,5,20,5993,764,,5230
2005,1,5,21,5801,702,,5099
2005,1,5,22,5438,637,,4801
2005,1,5,23,4958,587,,4372
2005,1,5,24,4516,637,,3880
2005,1,6,1,4335,700,,3636
2005,1,6,2,4225,717,,3509
2005,1,6,3,4183,786,,3398
2005,1,6,4,4174,841,,3334
2005,1,6,5,4272,868,,3405
2005,1,6,6,4534,858,,3677
2005,1,6,7,5050,840,,4210
2005,1,6,8,5283,843,,4441
2005,1,6,9,5284,791,,4494
2005,1,6,10,5301,688,,4614
2005,1,6,11,5291,704,,4587
2005,1,6,12,5236,801,,4436
2005,1,6,13,5192,938,,4254
2005,1,6,14,5145,894,,4251
2005,1,6,15,5107,871,,4237
2005,1,6,16,5089,893,,4197
2005,1,6,17,5319,913,,4407
2005,1,6,18,5866,938,,4929
2005,1,6,19,5905,943,,4962
2005,1,6,20,5788,948,,4841
2005,1,6,21,5620,1050,,4571
2005,1,6,22,5241,954,,4287
2005,1,6,23,4794,865,,3930
2005,1,6,24,4398,863,,3536
2005,1,7,1,4197,838,,3360
2005,1,7,2,4077,888,,3189
2005,1,7,3,4050,903,,3147
2005,1,7,4,4030,973,,3058
2005,1,7,5,4181,1018,,3163
2005,1,7,6,4445,1015,,3430
2005,1,7,7,5000,1081,,3919
2005,1,7,8,5212,1068,,4145
2005,1,7,9,5197,913,,4284
2005,1,7,10,5193,632,,4562
2005,1,7,11,5181,500,,4681
2005,1,7,12,5118,506,,4612
2005,1,7,13,5069,478,,4592
2005,1,7,14,5022,437,,4585
2005,1,7,15,4977,452,,4525
2005,1,7,16,4973,501,,4472
2005,1,7,17,5181,509,,4672
2005,1,7,18,5715,557,,5159
2005,1,7,19,5731,602,,5130
2005,1,7,20,5613,671,,4942
2005,1,7,21,5445,741,,4704
2005,1,7,22,5163,747,,4417
2005,1,7,23,4755,811,,3945
2005,1,7,24,4414,913,,3502
2005,1,8,1,4171,969,,3203
2005,1,8,2,4084,957,,3127
2005,1,8,3,3996,944,,3053
2005,1,8,4,3983,947,,3036
2005,1,8,5,4049,967,,3082
2005,1,8,6,4202,1025,,3177
2005,1,8,7,4454,1014,,3441
2005,1,8,8,4638,1030,,3608
2005,1,8,9,4769,1008,,3762
2005,1,8,10,4863,945,,3918
2005,1,8,11,4912,864,,4049
2005,1,8,12,4874,828,,4046
2005,1,8,13,4825,791,,4035
2005,1,8,14,4739,758,,3982
2005,1,8,15,4651,789,,3863
2005,1,8,16,4668,887,,3781
2005,1,8,17,4850,972,,3879
2005,1,8,18,5378,1043,,4335
2005,1,8,19,5386,1039,,4347
2005,1,8,20,5268,1026,,4243
2005,1,8,21,5123,1053,,4071
2005,1,8,22,4898,1109,,3790
2005,1,8,23,4555,1135,,3420
2005,1,8,24,4194,1195,,2999
2005,1,9,1,3941,1263,,2679
2005,1,9,2,3843,1300,,2544
2005,1,9,3,3763,1315,,2448
2005,1,9,4,3712,1372,,2341
2005,1,9,5,3714,1351,,2363
2005,1,9,6,3847,1305,,2543
2005,1,9,7,4006,1273,,2733
2005,1,9,8,4133,1185,,2949
2005,1,9,9,4249,1088,,3162
2005,1,9,10,4378,912,,3466
2005,1,9,11,4495,707,,3788
2005,1,9,12,4505,597,,3909
2005,1,9,13,4518,556,,3963
2005,1,9,14,4427,538,,3889
2005,1,9,15,4380,541,,3840
2005,1,9,16,4374,567,,3807
2005,1,9,17,4578,605,,3974
2005,1,9,18,5152,631,,4521
2005,1,9,19,5191,641,,4551
2005,1,9,20,5061,654,,4407
2005,1,9,21,4920,693,,4227
2005,1,9,22,4687,681,,4006
2005,1,9,23,4293,653,,3641
2005,1,9,24,3936,620,,3316
2005,1,10,1,3726,582,,3145
2005,1,10,2,3615,561,,3055
2005,1,10,3,3617,596,,3022
2005,1,10,4,3578,623,,2956
2005,1,10,5,3672,624,,3049
2005,1,10,6,3988,619,,3369
2005,1,10,7,4433,648,,3785
2005,1,10,8,4692,639,,4054
2005,1,10,9,4748,623,,4126
2005,1,10,10,4811,523,,4288
2005,1,10,11,4872,408,,4464
2005,1,10,12,4830,375,,4455
2005,1,10,13,4804,424,,4380
2005,1,10,14,4764,465,,4299
2005,1,10,15,4703,466,,4238
2005,1,10,16,4701,479,,4223
2005,1,10,17,4881,509,,4373
2005,1,10,18,5406,561,,4845
2005,1,10,19,5443,605,,4839
2005,1,10,20,5317,617,,4701
2005,1,10,21,5194,645,,4550
2005,1,10,22,4860,622,,4238
2005,1,10,23,4401,578,,3824
2005,1,10,24,4014,605,,3410
2005,1,11,1,3799,632,,3168
2005,1,11,2,3704,584,,3120
2005,1,11,3,3664,566,,3099
2005,1,11,4,3651,559,,3093
2005,1,11,5,3774,569,,3205
2005,1,11,6,4073,590,,3484
2005,1,11,7,4644,604,,4040
2005,1,11,8,4949,604,,4345
2005,1,11,9,5013,628,,4385
2005,1,11,10,5045,625,,4421
2005,1,11,11,5086,610,,4476
2005,1,11,12,5050,634,,4417
2005,1,11,13,4987,724,,4264
2005,1,11,14,4950,788,,4163
2005,1,11,15,4912,891,,4021
2005,1,11,16,4941,952,,3989
2005,1,11,17,5112,978,,4134
2005,1,11,18,5583,977,,4606
2005,1,11,19,5613,994,,4620
2005,1,11,20,5487,1066,,4422
2005,1,11,21,5318,1167,,4151
2005,1,11,22,4980,1265,,3715
2005,1,11,23,4481,1411,,3070
2005,1,11,24,4083,1423,,2660
2005,1,12,1,3865,1468,,2397
2005,1,12,2,3766,1461,,2306
2005,1,12,3,3716,1479,,2237
2005,1,12,4,3727,1387,,2341
2005,1,12,5,3844,1540,,2305
2005,1,12,6,4174,1630,,2545
2005,1,12,7,4726,1517,,3210
2005,1,12,8,5040,1511,,3529
2005,1,12,9,5055,1532,,3523
2005,1,12,10,5138,1508,,3630
2005,1,12,11,5188,1538,,3650
2005,1,12,12,5132,1562,,3571
2005,1,12,13,5047,1602,,3445
2005,1,12,14,5015,1620,,3395
2005,1,12,15,4962,1570,,3392
2005,1,12,16,4964,1483,,3482
2005,1,12,17,5124,1385,,3739
2005,1,12,18,5671,1349,,4322
2005,1,12,19,5736,1264,,4473
2005,1,12,20,5637,1197,,4441
2005,1,12,21,5462,1137,,4325
2005,1,12,22,5141,1110,,4032
2005,1,12,23,4631,1120,,3512
2005,1,12,24,4260,1085,,3175
2005,1,13,1,4045,1015,,3030
2005,1,13,2,3950,920,,3031
2005,1,13,3,3902,871,,3031
2005,1,13,4,3930,767,,3164
2005,1,13,5,4032,760,,3273
2005,1,13,6,4361,808,,3554
2005,1,13,7,4889,820,,4069
2005,1,13,8,5175,787,,4388
2005,1,13,9,5124,667,,4457
2005,1,13,10,5166,636,,4531
2005,1,13,11,5178,670,,4509
2005,1,13,12,5082,703,,4380
2005,1,13,13,5038,844,,4194
2005,1,13,14,4992,946,,4047
2005,1,13,15,4926,874,,4053
2005,1,13,16,4913,822,,4091
2005,1,13,17,5057,846,,4212
2005,1,13,18,5632,881,,4752
2005,1,13,19,5711,882,,4830
2005,1,13,20,5630,873,,4758
2005,1,13,21,5469,831,,4638
2005,1,13,22,5158,776,,4383
2005,1,13,23,4713,756,,3958
2005,1,13,24,4358,664,,3694
2005,1,14,1,4161,557,,3605
2005,1,14,2,4061,481,,3580
2005,1,14,3,4039,444,,3596
2005,1,14,4,4055,431,,3624
2005,1,14,5,4160,413,,3748
2005,1,14,6,4467,455,,4013
2005,1,14,7,4990,558,,4433
2005,1,14,8,5291,528,,4764
2005,1,14,9,5277,299,,4978
2005,1,14,10,5233,217,,5017
2005,1,14,11,5188,214,,4974
2005,1,14,12,5141,218,,4924
2005,1,14,13,5059,286,,4773
2005,1,14,14,4966,331,,4635
2005,1,14,15,4934,314,,4620
2005,1,14,16,4914,332,,4583
2005,1,14,17,5078,399,,4679
2005,1,14,18,5594,405,,5190
2005,1,14,19,5647,378,,5270
2005,1,14,20,5533,369,,5165
2005,1,14,21,5396,394,,5002
2005,1,14,22,5143,420,,4723
2005,1,14,23,4772,406,,4366
2005,1,14,24,4421,356,,4065
2005,1,15,1,4213,309,,3905
2005,1,15,2,4108,254,,3855
2005,1,15,3,4061,228,,3834
2005,1,15,4,4062,236,,3827
2005,1,15,5,4098,246,,3853
2005,1,15,6,4273,265,,4008
2005,1,15,7,4559,316,,4243
2005,1,15,8,4781,290,,4491
2005,1,15,9,4915,204,,4711
2005,1,15,10,4998,183,,4815
2005,1,15,11,4989,209,,4780
2005,1,15,12,4945,280,,4666
2005,1,15,13,4830,306,,4524
2005,1,15,14,4699,268,,4431
2005,1,15,15,4651,258,,4394
2005,1,15,16,4625,286,,4339
2005,1,15,17,4784,354,,4431
2005,1,15,18,5295,392,,4903
2005,1,15,19,5402,322,,5081
2005,1,15,20,5306,322,,4984
2005,1,15,21,5207,326,,4882
2005,1,15,22,5006,337,,4669
2005,1,15,23,4696,285,,4412
2005,1,15,24,4358,298,,4060
2005,1,16,1,4168,341,,3827
2005,1,16,2,4056,290,,3766
2005,1,16,3,4012,139,,3874
2005,1,16,4,3993,84,,3910
2005,1,16,5,4001,88,,3913
2005,1,16,6,4108,107,,4002
2005,1,16,7,4244,125,,4119
2005,1,16,8,4427,137,,4290
2005,1,16,9,4608,142,,4467
2005,1,16,10,4764,171,,4594
2005,1,16,11,4848,228,,4620
2005,1,16,12,4839,323,,4516
2005,1,16,13,4728,405,,4323
2005,1,16,14,4594,428,,4166
2005,1,16,15,4541,426,,4115
2005,1,16,16,4528,478,,4051
2005,1,16,17,4687,534,,4153
2005,1,16,18,5254,548,,4706
2005,1,16,19,5389,479,,4911
2005,1,16,20,5262,419,,4843
2005,1,16,21,5129,407,,4723
2005,1,16,22,4880,513,,4367
2005,1,16,23,4524,592,,3933
2005,1,16,24,4182,627,,3555
2005,1,17,1,4005,657,,3348
2005,1,17,2,3919,620,,3300
2005,1,17,3,3864,572,,3292
2005,1,17,4,3886,512,,3375
2005,1,17,5,3944,458,,3487
2005,1,17,6,4149,452,,3697
2005,1,17,7,4471,450,,4021
2005,1,17,8,4712,402,,4311
2005,1,17,9,4856,298,,4558
2005,1,17,10,4995,166,,4829
2005,1,17,11,5020,132,,4888
2005,1,17,12,5001,139,,4863
2005,1,17,13,4874,164,,4710
2005,1,17,14,4827,171,,4657
2005,1,17,15,4754,148,,4607
2005,1,17,16,4751,157,,4594
2005,1,17,17,4874,181,,4694
2005,1,17,18,5425,206,,5220
2005,1,17,19,5538,232,,5307
2005,1,17,20,5425,268,,5157
2005,1,17,21,5288,331,,4957
2005,1,17,22,4977,424,,4553
2005,1,17,23,4509,517,,3993
2005,1,17,24,4141,574,,3568
2005,1,18,1,3943,592,,3352
2005,1,18,2,3854,626,,3228
2005,1,18,3,3821,711,,3110
2005,1,18,4,3835,810,,3026
2005,1,18,5,3916,886,,3031
2005,1,18,6,4216,918,,3299
2005,1,18,7,4732,928,,3804
2005,1,18,8,4980,937,,4044
2005,1,18,9,5015,856,,4159
2005,1,18,10,5079,674,,4406
2005,1,18,11,5078,518,,4560
2005,1,18,12,5025,478,,4548
2005,1,18,13,4980,484,,4496
2005,1,18,14,4924,525,,4400
2005,1,18,15,4873,553,,4320
2005,1,18,16,4845,623,,4223
2005,1,18,17,4970,732,,4238
2005,1,18,18,5459,837,,4622
2005,1,18,19,5521,942,,4580
2005,1,18,20,5374,1033,,4342
2005,1,18,21,5197,1103,,4095
2005,1,18,22,4872,1109,,3763
2005,1,18,23,4393,1077,,3317
2005,1,18,24,4002,1007,,2995
2005,1,19,1,3781,967,,2814
2005,1,19,2,3697,982,,2715
2005,1,19,3,3662,888,,2774
2005,1,19,4,3659,753,,2906
2005,1,19,5,3765,751,,3014
2005,1,19,6,4085,886,,3199
2005,1,19,7,4641,874,,3768
2005,1,19,8,4878,865,,4013
2005,1,19,9,4872,837,,4035
2005,1,19,10,4903,658,,4246
2005,1,19,11,4906,522,,4385
2005,1,19,12,4865,511,,4354
2005,1,19,13,4841,466,,4375
2005,1,19,14,4821,439,,4382
2005,1,19,15,4764,430,,4334
2005,1,19,16,4745,555,,4190
2005,1,19,17,4825,717,,4108
2005,1,19,18,5262,850,,4413
2005,1,19,19,5360,940,,4420
2005,1,19,20,5192,998,,4194
2005,1,19,21,5044,1076,,3968
2005,1,19,22,4747,1155,,3592
2005,1,19,23,4267,1208,,3060
2005,1,19,24,3864,1223,,2641
2005,1,20,1,3669,1220,,2449
2005,1,20,2,3582,1208,,2374
2005,1,20,3,3529,1154,,2376
2005,1,20,4,3545,1075,,2471
2005,1,20,5,3683,1055,,2629
2005,1,20,6,4002,1066,,2937
2005,1,20,7,4563,1007,,3557
2005,1,20,8,4818,966,,3853
2005,1,20,9,4794,882,,3912
2005,1,20,10,4816,646,,4170
2005,1,20,11,4864,416,,4448
2005,1,20,12,4829,344,,4486
2005,1,20,13,4840,284,,4557
2005,1,20,14,4826,213,,4614
2005,1,20,15,4782,185,,4597
2005,1,20,16,4744,206,,4538
2005,1,20,17,4798,229,,4570
2005,1,20,18,5141,270,,4872
2005,1,20,19,5258,319,,4939
2005,1,20,20,5125,384,,4742
2005,1,20,21,4993,509,,4484
2005,1,20,22,4673,623,,4051
2005,1,20,23,4200,696,,3505
2005,1,20,24,3835,782,,3053
2005,1,21,1,3622,822,,2801
2005,1,21,2,3550,861,,2689
2005,1,21,3,3503,961,,2542
2005,1,21,4,3502,1033,,2470
2005,1,21,5,3622,1114,,2509
2005,1,21,6,3918,1223,,2695
2005,1,21,7,4483,1239,,3244
2005,1,21,8,4752,1230,,3523
2005,1,21,9,4803,1165,,3639
2005,1,21,10,4855,983,,3873
2005,1,21,11,4869,823,,4046
2005,1,21,12,4858,880,,3978
2005,1,21,13,4824,850,,3975
2005,1,21,14,4769,823,,3947
2005,1,21,15,4747,828,,3919
2005,1,21,16,4650,901,,3749
2005,1,21,17,4736,983,,3754
2005,1,21,18,5103,1019,,4084
2005,1,21,19,5166,1001,,4166
2005,1,21,20,5014,911,,4103
2005,1,21,21,4897,870,,4028
2005,1,21,22,4653,862,,3791
2005,1,21,23,4272,1027,,3246
2005,1,21,24,3930,951,,2979
2005,1,22,1,3708,888,,2821
2005,1,22,2,3606,874,,2733
2005,1,22,3,3558,963,,2595
2005,1,22,4,3549,1056,,2493
2005,1,22,5,3600,1047,,2554
2005,1,22,6,3770,1047,,2723
2005,1,22,7,4072,949,,3123
2005,1,22,8,4273,786,,3488
2005,1,22,9,4431,484,,3948
2005,1,22,10,4549,339,,4210
2005,1,22,11,4595,284,,4312
2005,1,22,12,4601,312,,4289
2005,1,22,13,4545,296,,4250
2005,1,22,14,4467,284,,4184
2005,1,22,15,4397,288,,4109
2005,1,22,16,4363,332,,4031
2005,1,22,17,4486,397,,4090
2005,1,22,18,4963,426,,4538
2005,1,22,19,5081,455,,4627
2005,1,22,20,4973,477,,4497
2005,1,22,21,4836,523,,4314
2005,1,22,22,4666,573,,4093
2005,1,22,23,4357,700,,3658
2005,1,22,24,4038,732,,3307
2005,1,23,1,3821,763,,3058
2005,1,23,2,3652,788,,2865
2005,1,23,3,3615,819,,2797
2005,1,23,4,3590,881,,2710
2005,1,23,5,3624,885,,2739
2005,1,23,6,3716,910,,2806
2005,1,23,7,3888,892,,2996
2005,1,23,8,4022,785,,3238
2005,1,23,9,4185,545,,3640
2005,1,23,10,4298,315,,3984
2005,1,23,11,4350,176,,4174
2005,1,23,12,4379,161,,4219
2005,1,23,13,4351,153,,4199
2005,1,23,14,4302,123,,4180
2005,1,23,15,4212,123,,4090
2005,1,23,16,4204,187,,4017
2005,1,23,17,4352,305,,4048
2005,1,23,18,4874,447,,4428
2005,1,23,19,5049,545,,4504
2005,1,23,20,4970,621,,4349
2005,1,23,21,4810,673,,4137
2005,1,23,22,4586,673,,3913
2005,1,23,23,4178,671,,3508
2005,1,23,24,3873,677,,3197
2005,1,24,1,3677,734,,2943
2005,1,24,2,3587,753,,2835
2005,1,24,3,3531,730,,2801
2005,1,24,4,3539,683,,2857
2005,1,24,5,3632,642,,2990
2005,1,24,6,3913,621,,3293
2005,1,24,7,4380,580,,3800
2005,1,24,8,4595,481,,4115
2005,1,24,9,4649,346,,4303
2005,1,24,10,4690,172,,4519
2005,1,24,11,4744,69,,4675
2005,1,24,12,4772,67,,4706
2005,1,24,13,4729,73,,4657
2005,1,24,14,4715,72,,4644
2005,1,24,15,4652,99,,4553
2005,1,24,16,4641,113,,4528
2005,1,24,17,4700,180,,4521
2005,1,24,18,5153,277,,4876
2005,1,24,19,5294,367,,4927
2005,1,24,20,5196,365,,4831
2005,1,24,21,5016,318,,4698
2005,1,24,22,4701,294,,4408
2005,1,24,23,4236,296,,3940
2005,1,24,24,3863,344,,3519
2005,1,25,1,3664,411,,3253
2005,1,25,2,3616,346,,3271
2005,1,25,3,3555,364,,3192
2005,1,25,4,3587,479,,3109
2005,1,25,5,3685,650,,3036
2005,1,25,6,4039,748,,3291
2005,1,25,7,4600,797,,3803
2005,1,25,8,4821,814,,4007
2005,1,25,9,4819,697,,4122
2005,1,25,10,4840,567,,4273
2005,1,25,11,4871,562,,4310
2005,1,25,12,4853,545,,4309
2005,1,25,13,4819,489,,4331
2005,1,25,14,4806,426,,4380
2005,1,25,15,4748,326,,4423
2005,1,25,16,4740,302,,4438
2005,1,25,17,4797,385,,4413
2005,1,25,18,5205,479,,4726
2005,1,25,19,5322,515,,4807
2005,1,25,20,5248,470,,4779
2005,1,25,21,5081,381,,4700
2005,1,25,22,4768,285,,4484
2005,1,25,23,4285,208,,4077
2005,1,25,24,3918,173,,3745
2005,1,26,1,3702,154,,3549
2005,1,26,2,3639,96,,3544
2005,1,26,3,3611,82,,3529
2005,1,26,4,3617,122,,3495
2005,1,26,5,3738,184,,3554
2005,1,26,6,4048,217,,3831
2005,1,26,7,4614,235,,4380
2005,1,26,8,4832,247,,4585
2005,1,26,9,4812,215,,4598
2005,1,26,10,4814,184,,4631
2005,1,26,11,4819,193,,4626
2005,1,26,12,4796,194,,4602
2005,1,26,13,4747,183,,4565
2005,1,26,14,4716,185,,4531
2005,1,26,15,4689,191,,4499
2005,1,26,16,4694,240,,4454
2005,1,26,17,4814,360,,4455
2005,1,26,18,5243,456,,4788
2005,1,26,19,5338,511,,4828
2005,1,26,20,5224,527,,4697
2005,1,26,21,5056,506,,4551
2005,1,26,22,4737,487,,4251
2005,1,26,23,4269,448,,3821
2005,1,26,24,3899,450,,3449
2005,1,27,1,3696,424,,3272
2005,1,27,2,3606,417,,3190
2005,1,27,3,3596,432,,3164
2005,1,27,4,3586,417,,3169
2005,1,27,5,3714,425,,3290
2005,1,27,6,4014,427,,3588
2005,1,27,7,4582,446,,4136
2005,1,27,8,4851,438,,4413
2005,1,27,9,4871,412,,4459
2005,1,27,10,4898,410,,4489
2005,1,27,11,4907,447,,4461
2005,1,27,12,4861,484,,4377
2005,1,27,13,4808,508,,4301
2005,1,27,14,4756,542,,4215
2005,1,27,15,4724,593,,4131
2005,1,27,16,4717,632,,4085
2005,1,27,17,4847,691,,4156
2005,1,27,18,5269,765,,4505
2005,1,27,19,5396,822,,4575
2005,1,27,20,5241,873,,4369
2005,1,27,21,5089,913,,4177
2005,1,27,22,4763,904,,3859
2005,1,27,23,4292,846,,3446
2005,1,27,24,3943,833,,3111
2005,1,28,1,3730,868,,2862
2005,1,28,2,3617,932,,2685
2005,1,28,3,3574,1054,,2520
2005,1,28,4,3576,1002,,2575
2005,1,28,5,3688,991,,2697
2005,1,28,6,4002,947,,3056
2005,1,28,7,4558,846,,3713
2005,1,28,8,4866,716,,4151
2005,1,28,9,4913,634,,4280
2005,1,28,10,4955,510,,4445
2005,1,28,11,4932,476,,4457
2005,1,28,12,4895,474,,4421
2005,1,28,13,4825,403,,4422
2005,1,28,14,4778,374,,4404
2005,1,28,15,4754,376,,4379
2005,1,28,16,4730,468,,4263
2005,1,28,17,4795,616,,4179
2005,1,28,18,5164,644,,4521
2005,1,28,19,5255,669,,4587
2005,1,28,20,5118,654,,4464
2005,1,28,21,4963,653,,4310
2005,1,28,22,4694,655,,4039
2005,1,28,23,4317,691,,3627
2005,1,28,24,3963,697,,3267
2005,1,29,1,3754,770,,2985
2005,1,29,2,3652,798,,2854
2005,1,29,3,3580,805,,2776
2005,1,29,4,3587,815,,2772
2005,1,29,5,3640,803,,2838
2005,1,29,6,3794,802,,2992
2005,1,29,7,4110,775,,3336
2005,1,29,8,4347,694,,3654
2005,1,29,9,4516,562,,3954
2005,1,29,10,4688,418,,4270
2005,1,29,11,4727,333,,4395
2005,1,29,12,4707,297,,4410
2005,1,29,13,4646,267,,4380
2005,1,29,14,4561,255,,4306
2005,1,29,15,4542,266,,4277
2005,1,29,16,4502,358,,4144
2005,1,29,17,4654,430,,4225
2005,1,29,18,5049,418,,4632
2005,1,29,19,5111,365,,4746
2005,1,29,20,4998,320,,4678
2005,1,29,21,4864,276,,4588
2005,1,29,22,4642,244,,4398
2005,1,29,23,4322,229,,4093
2005,1,29,24,3980,211,,3770
2005,1,30,1,3742,228,,3515
2005,1,30,2,3609,240,,3369
2005,1,30,3,3569,231,,3339
2005,1,30,4,3541,251,,3290
2005,1,30,5,3578,252,,3326
2005,1,30,6,3669,232,,3437
2005,1,30,7,3826,217,,3609
2005,1,30,8,3997,197,,3800
2005,1,30,9,4203,153,,4051
2005,1,30,10,4405,132,,4273
2005,1,30,11,4499,128,,4371
2005,1,30,12,4529,128,,4401
2005,1,30,13,4512,136,,4377
2005,1,30,14,4468,137,,4331
2005,1,30,15,4468,151,,4318
2005,1,30,16,4497,191,,4307
2005,1,30,17,4655,226,,4430
2005,1,30,18,5116,245,,4871
2005,1,30,19,5215,238,,4978
2005,1,30,20,5125,211,,4915
2005,1,30,21,4934,186,,4748
2005,1,30,22,4708,175,,4534
2005,1,30,23,4279,215,,4064
2005,1,30,24,3948,266,,3682
2005,1,31,1,3775,286,,3490
2005,1,31,2,3679,312,,3368
2005,1,31,3,3647,337,,3310
2005,1,31,4,3661,402,,3259
2005,1,31,5,3758,398,,3361
2005,1,31,6,4009,418,,3591
2005,1,31,7,4436,473,,3963
2005,1,31,8,4633,395,,4239
2005,1,31,9,4739,308,,4432
2005,1,31,10,4808,238,,4570
2005,1,31,11,4812,209,,4604
2005,1,31,12,4844,138,,4707
2005,1,31,13,4794,162,,4633
2005,1,31,14,4783,133,,4651
2005,1,31,15,4736,91,,4645
2005,1,31,16,4773,82,,4692
2005,1,31,17,4868,83,,4785
2005,1,31,18,5345,77,,5269
2005,1,31,19,5515,80,,5435
2005,1,31,20,5426,70,,5357
2005,1,31,21,5236,59,,5178
2005,1,31,22,4942,54,,4888
2005,1,31,23,4459,70,,4390
2005,1,31,24,4066,88,,3978
2005,2,1,1,3885,94,,3792
2005,2,1,2,3806,101,,3705
2005,2,1,3,3753,109,,3644
2005,2,1,4,3790,131,,3660
2005,2,1,5,3897,131,,3767
2005,2,1,6,4235,137,,4099
2005,2,1,7,4771,159,,4612
2005,2,1,8,4978,143,,4835
2005,2,1,9,4968,111,,4858
2005,2,1,10,4960,89,,4871
2005,2,1,11,4942,90,,4852
2005,2,1,12,4921,73,,4848
2005,2,1,13,4879,91,,4789
2005,2,1,14,4870,103,,4768
2005,2,1,15,4842,120,,4722
2005,2,1,16,4802,159,,4644
2005,2,1,17,4864,162,,4702
2005,2,1,18,5299,177,,5123
2005,2,1,19,5515,211,,5305
2005,2,1,20,5431,217,,5214
2005,2,1,21,5259,248,,5011
2005,2,1,22,4947,316,,4631
2005,2,1,23,4514,347,,4167
2005,2,1,24,4105,426,,3679
2005,2,2,1,3914,455,,3460
